# sampling_caveat: Purposive sampling subject to availability constraints. Results describe the beliefs of the surveyed sample, not of software engineering practitioners in general, and no inference to a wider population is supported (Baltes & Ralph, 2022, Empirical Software Engineering).
# question_order_caveat: BTHSurvey provides no question-order randomisation, so all 50 claims were presented in a fixed order to every respondent. Order effects (fatigue, priming, anchoring) cannot be estimated or corrected for by this tool and stand as a documented construct-validity limitation.
# classification_rule: majority > 50% of directional answers; IDK-dominant at >= 30% of the full sample
# run_id: 20260904T170248Z-d602c796
# input_file: data/raw/export (4).xlsx
# input_sha256: d602c796f3cbfb3f5322be5551f12e280f71dbd1880fbd430253c4518e4ddd95
scope,claim_id,variable,group,reason,n_valid
unassigned,CLM-000238,country,(not recorded),"56 respondent(s) did not answer the optional 'country' question, so they belong to no subgroup and cannot enter this comparison",35
subgroup,CLM-000361,country,Albania,"only 0 valid (non-IDK) answers, below min_subgroup_size=10",0
subgroup,CLM-000361,country,Australia,"only 8 valid (non-IDK) answers, below min_subgroup_size=10",8
subgroup,CLM-000361,country,Austria,"only 3 valid (non-IDK) answers, below min_subgroup_size=10",3
subgroup,CLM-000361,country,Azerbaijan,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000361,country,Belgium,"only 2 valid (non-IDK) answers, below min_subgroup_size=10",2
subgroup,CLM-000361,country,Brazil,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000361,country,China,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000361,country,Colombia,"only 0 valid (non-IDK) answers, below min_subgroup_size=10",0
subgroup,CLM-000361,country,Czech Republic,"only 2 valid (non-IDK) answers, below min_subgroup_size=10",2
subgroup,CLM-000361,country,Denmark,"only 0 valid (non-IDK) answers, below min_subgroup_size=10",0
subgroup,CLM-000361,country,Finland,"only 3 valid (non-IDK) answers, below min_subgroup_size=10",3
subgroup,CLM-000361,country,France,"only 4 valid (non-IDK) answers, below min_subgroup_size=10",4
subgroup,CLM-000361,country,Greece,"only 0 valid (non-IDK) answers, below min_subgroup_size=10",0
subgroup,CLM-000361,country,Hungary,"only 0 valid (non-IDK) answers, below min_subgroup_size=10",0
subgroup,CLM-000361,country,India,"only 0 valid (non-IDK) answers, below min_subgroup_size=10",0
subgroup,CLM-000361,country,Iran,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000361,country,Ireland,"only 2 valid (non-IDK) answers, below min_subgroup_size=10",2
subgroup,CLM-000361,country,Israel,"only 0 valid (non-IDK) answers, below min_subgroup_size=10",0
subgroup,CLM-000361,country,Italy,"only 3 valid (non-IDK) answers, below min_subgroup_size=10",3
subgroup,CLM-000361,country,Jordan,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000361,country,Latvia,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000361,country,Lithuania,"only 0 valid (non-IDK) answers, below min_subgroup_size=10",0
subgroup,CLM-000361,country,Mexico,"only 0 valid (non-IDK) answers, below min_subgroup_size=10",0
subgroup,CLM-000361,country,Netherlands,"only 9 valid (non-IDK) answers, below min_subgroup_size=10",9
subgroup,CLM-000361,country,New Zealand,"only 3 valid (non-IDK) answers, below min_subgroup_size=10",3
subgroup,CLM-000361,country,Norway,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000361,country,Other / Prefer not to say,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000361,country,Poland,"only 3 valid (non-IDK) answers, below min_subgroup_size=10",3
subgroup,CLM-000361,country,Portugal,"only 0 valid (non-IDK) answers, below min_subgroup_size=10",0
subgroup,CLM-000361,country,Russia,"only 0 valid (non-IDK) answers, below min_subgroup_size=10",0
subgroup,CLM-000361,country,Singapore,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000361,country,South Africa,"only 2 valid (non-IDK) answers, below min_subgroup_size=10",2
subgroup,CLM-000361,country,Spain,"only 3 valid (non-IDK) answers, below min_subgroup_size=10",3
subgroup,CLM-000361,country,Sweden,"only 5 valid (non-IDK) answers, below min_subgroup_size=10",5
subgroup,CLM-000361,country,Switzerland,"only 0 valid (non-IDK) answers, below min_subgroup_size=10",0
subgroup,CLM-000361,country,Thailand,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000361,country,Uruguay,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
unassigned,CLM-000361,country,(not recorded),"56 respondent(s) did not answer the optional 'country' question, so they belong to no subgroup and cannot enter this comparison",18
subgroup,CLM-000450,country,Albania,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000450,country,Austria,"only 8 valid (non-IDK) answers, below min_subgroup_size=10",8
subgroup,CLM-000450,country,Azerbaijan,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000450,country,Belgium,"only 5 valid (non-IDK) answers, below min_subgroup_size=10",5
subgroup,CLM-000450,country,Brazil,"only 3 valid (non-IDK) answers, below min_subgroup_size=10",3
subgroup,CLM-000450,country,China,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000450,country,Colombia,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000450,country,Czech Republic,"only 2 valid (non-IDK) answers, below min_subgroup_size=10",2
subgroup,CLM-000450,country,Denmark,"only 6 valid (non-IDK) answers, below min_subgroup_size=10",6
subgroup,CLM-000450,country,Finland,"only 7 valid (non-IDK) answers, below min_subgroup_size=10",7
subgroup,CLM-000450,country,Greece,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000450,country,Hungary,"only 0 valid (non-IDK) answers, below min_subgroup_size=10",0
subgroup,CLM-000450,country,India,"only 3 valid (non-IDK) answers, below min_subgroup_size=10",3
subgroup,CLM-000450,country,Iran,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000450,country,Ireland,"only 3 valid (non-IDK) answers, below min_subgroup_size=10",3
subgroup,CLM-000450,country,Israel,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000450,country,Italy,"only 4 valid (non-IDK) answers, below min_subgroup_size=10",4
subgroup,CLM-000450,country,Jordan,"only 0 valid (non-IDK) answers, below min_subgroup_size=10",0
subgroup,CLM-000450,country,Latvia,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000450,country,Lithuania,"only 0 valid (non-IDK) answers, below min_subgroup_size=10",0
subgroup,CLM-000450,country,Mexico,"only 0 valid (non-IDK) answers, below min_subgroup_size=10",0
subgroup,CLM-000450,country,New Zealand,"only 6 valid (non-IDK) answers, below min_subgroup_size=10",6
subgroup,CLM-000450,country,Norway,"only 2 valid (non-IDK) answers, below min_subgroup_size=10",2
subgroup,CLM-000450,country,Other / Prefer not to say,"only 9 valid (non-IDK) answers, below min_subgroup_size=10",9
subgroup,CLM-000450,country,Poland,"only 4 valid (non-IDK) answers, below min_subgroup_size=10",4
subgroup,CLM-000450,country,Portugal,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000450,country,Russia,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000450,country,Singapore,"only 0 valid (non-IDK) answers, below min_subgroup_size=10",0
subgroup,CLM-000450,country,South Africa,"only 2 valid (non-IDK) answers, below min_subgroup_size=10",2
subgroup,CLM-000450,country,Spain,"only 3 valid (non-IDK) answers, below min_subgroup_size=10",3
subgroup,CLM-000450,country,Switzerland,"only 7 valid (non-IDK) answers, below min_subgroup_size=10",7
subgroup,CLM-000450,country,Thailand,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000450,country,Uruguay,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
unassigned,CLM-000450,country,(not recorded),"56 respondent(s) did not answer the optional 'country' question, so they belong to no subgroup and cannot enter this comparison",40
subgroup,CLM-000142,country,Albania,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000142,country,Austria,"only 8 valid (non-IDK) answers, below min_subgroup_size=10",8
subgroup,CLM-000142,country,Azerbaijan,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000142,country,Belgium,"only 5 valid (non-IDK) answers, below min_subgroup_size=10",5
subgroup,CLM-000142,country,Brazil,"only 3 valid (non-IDK) answers, below min_subgroup_size=10",3
subgroup,CLM-000142,country,China,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000142,country,Colombia,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000142,country,Czech Republic,"only 2 valid (non-IDK) answers, below min_subgroup_size=10",2
subgroup,CLM-000142,country,Denmark,"only 6 valid (non-IDK) answers, below min_subgroup_size=10",6
subgroup,CLM-000142,country,Greece,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000142,country,Hungary,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000142,country,India,"only 3 valid (non-IDK) answers, below min_subgroup_size=10",3
subgroup,CLM-000142,country,Iran,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000142,country,Ireland,"only 4 valid (non-IDK) answers, below min_subgroup_size=10",4
subgroup,CLM-000142,country,Israel,"only 2 valid (non-IDK) answers, below min_subgroup_size=10",2
subgroup,CLM-000142,country,Italy,"only 4 valid (non-IDK) answers, below min_subgroup_size=10",4
subgroup,CLM-000142,country,Jordan,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000142,country,Latvia,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000142,country,Lithuania,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000142,country,Mexico,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000142,country,New Zealand,"only 7 valid (non-IDK) answers, below min_subgroup_size=10",7
subgroup,CLM-000142,country,Norway,"only 5 valid (non-IDK) answers, below min_subgroup_size=10",5
subgroup,CLM-000142,country,Poland,"only 4 valid (non-IDK) answers, below min_subgroup_size=10",4
subgroup,CLM-000142,country,Portugal,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000142,country,Russia,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000142,country,Singapore,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000142,country,South Africa,"only 3 valid (non-IDK) answers, below min_subgroup_size=10",3
subgroup,CLM-000142,country,Spain,"only 4 valid (non-IDK) answers, below min_subgroup_size=10",4
subgroup,CLM-000142,country,Switzerland,"only 7 valid (non-IDK) answers, below min_subgroup_size=10",7
subgroup,CLM-000142,country,Thailand,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000142,country,Uruguay,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
unassigned,CLM-000142,country,(not recorded),"56 respondent(s) did not answer the optional 'country' question, so they belong to no subgroup and cannot enter this comparison",54
subgroup,CLM-000496,country,Albania,"only 0 valid (non-IDK) answers, below min_subgroup_size=10",0
subgroup,CLM-000496,country,Azerbaijan,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000496,country,Belgium,"only 4 valid (non-IDK) answers, below min_subgroup_size=10",4
subgroup,CLM-000496,country,Brazil,"only 3 valid (non-IDK) answers, below min_subgroup_size=10",3
subgroup,CLM-000496,country,China,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000496,country,Colombia,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000496,country,Czech Republic,"only 2 valid (non-IDK) answers, below min_subgroup_size=10",2
subgroup,CLM-000496,country,Denmark,"only 6 valid (non-IDK) answers, below min_subgroup_size=10",6
subgroup,CLM-000496,country,Finland,"only 9 valid (non-IDK) answers, below min_subgroup_size=10",9
subgroup,CLM-000496,country,Greece,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000496,country,Hungary,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000496,country,India,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000496,country,Iran,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000496,country,Ireland,"only 3 valid (non-IDK) answers, below min_subgroup_size=10",3
subgroup,CLM-000496,country,Israel,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000496,country,Italy,"only 4 valid (non-IDK) answers, below min_subgroup_size=10",4
subgroup,CLM-000496,country,Jordan,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000496,country,Latvia,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000496,country,Lithuania,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000496,country,Mexico,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000496,country,New Zealand,"only 7 valid (non-IDK) answers, below min_subgroup_size=10",7
subgroup,CLM-000496,country,Norway,"only 5 valid (non-IDK) answers, below min_subgroup_size=10",5
subgroup,CLM-000496,country,Other / Prefer not to say,"only 8 valid (non-IDK) answers, below min_subgroup_size=10",8
subgroup,CLM-000496,country,Poland,"only 3 valid (non-IDK) answers, below min_subgroup_size=10",3
subgroup,CLM-000496,country,Portugal,"only 0 valid (non-IDK) answers, below min_subgroup_size=10",0
subgroup,CLM-000496,country,Russia,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000496,country,Singapore,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000496,country,South Africa,"only 2 valid (non-IDK) answers, below min_subgroup_size=10",2
subgroup,CLM-000496,country,Spain,"only 4 valid (non-IDK) answers, below min_subgroup_size=10",4
subgroup,CLM-000496,country,Switzerland,"only 6 valid (non-IDK) answers, below min_subgroup_size=10",6
subgroup,CLM-000496,country,Thailand,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000496,country,Uruguay,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
unassigned,CLM-000496,country,(not recorded),"56 respondent(s) did not answer the optional 'country' question, so they belong to no subgroup and cannot enter this comparison",46
subgroup,CLM-000169,country,Albania,"only 0 valid (non-IDK) answers, below min_subgroup_size=10",0
subgroup,CLM-000169,country,Austria,"only 8 valid (non-IDK) answers, below min_subgroup_size=10",8
subgroup,CLM-000169,country,Azerbaijan,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000169,country,Belgium,"only 4 valid (non-IDK) answers, below min_subgroup_size=10",4
subgroup,CLM-000169,country,Brazil,"only 3 valid (non-IDK) answers, below min_subgroup_size=10",3
subgroup,CLM-000169,country,China,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000169,country,Colombia,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000169,country,Czech Republic,"only 2 valid (non-IDK) answers, below min_subgroup_size=10",2
subgroup,CLM-000169,country,Denmark,"only 4 valid (non-IDK) answers, below min_subgroup_size=10",4
subgroup,CLM-000169,country,Greece,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000169,country,Hungary,"only 0 valid (non-IDK) answers, below min_subgroup_size=10",0
subgroup,CLM-000169,country,India,"only 2 valid (non-IDK) answers, below min_subgroup_size=10",2
subgroup,CLM-000169,country,Iran,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000169,country,Ireland,"only 5 valid (non-IDK) answers, below min_subgroup_size=10",5
subgroup,CLM-000169,country,Israel,"only 2 valid (non-IDK) answers, below min_subgroup_size=10",2
subgroup,CLM-000169,country,Italy,"only 4 valid (non-IDK) answers, below min_subgroup_size=10",4
subgroup,CLM-000169,country,Jordan,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000169,country,Latvia,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000169,country,Lithuania,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000169,country,Mexico,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000169,country,New Zealand,"only 5 valid (non-IDK) answers, below min_subgroup_size=10",5
subgroup,CLM-000169,country,Norway,"only 4 valid (non-IDK) answers, below min_subgroup_size=10",4
subgroup,CLM-000169,country,Other / Prefer not to say,"only 7 valid (non-IDK) answers, below min_subgroup_size=10",7
subgroup,CLM-000169,country,Poland,"only 3 valid (non-IDK) answers, below min_subgroup_size=10",3
subgroup,CLM-000169,country,Portugal,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000169,country,Russia,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000169,country,Singapore,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000169,country,South Africa,"only 3 valid (non-IDK) answers, below min_subgroup_size=10",3
subgroup,CLM-000169,country,Spain,"only 5 valid (non-IDK) answers, below min_subgroup_size=10",5
subgroup,CLM-000169,country,Switzerland,"only 7 valid (non-IDK) answers, below min_subgroup_size=10",7
subgroup,CLM-000169,country,Thailand,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
subgroup,CLM-000169,country,Uruguay,"only 1 valid (non-IDK) answers, below min_subgroup_size=10",1
unassigned,CLM-000169,country,(not recorded),"56 respondent(s) did not answer the optional 'country' question, so they belong to no subgroup and cannot enter this comparison",46
